204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256,255,256
